"linkName","link","price","currencyKM","status","city","size","numOfRooms","equipped","date","views","id","pricePerSquareMeter","numOfRooms2","cityShort","dateNew","count","cityCat","lat","long","country","capital","population","population_proper"
"Trosoban stan 88m2 Prodaja Dobrinja","https://www.olx.ba/artikal/49329560/trosoban-stan-88m2-prodaja-dobrinja/",221000,TRUE,"korišteno","Sarajevo, Novi Grad",88,"Trosoban (3)","Polunamješten","19.08.2022.",2109,2886,2511.3636363636365,"3","Sarajevo","2022-08-19",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan 43.82 m2 u Budzaku!","https://www.olx.ba/artikal/48128752/stan-43-82-m2-u-budzaku/",102977,TRUE,"novo","Banja Luka",41,"Dvosoban (2)","Nenamješten","16.05.2022.",6638,880,2511.6341463414633,"2","Banja Luka","2022-05-16",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"NOVOGRADNJA!! Dvosoban stan u izgradnji, Vogošća","https://www.olx.ba/artikal/49096801/novogradnja-dvosoban-stan-u-izgradnji-vogosca/",107500,TRUE,"novo","Vogošća",42.78,"Dvosoban (2)","Namješten","30.07.2022.",15178,92,2512.856474988312,"2","Vogošća","2022-07-30",102,"Big Cities",43.9,18.35,"Bosnia And Herzegovina","minor",NA,NA
"Prostran, trosoban stan 72 m2, Brčanska Malta, Tuzla","https://www.olx.ba/artikal/48747853/prostran-trosoban-stan-72-m2-brcanska-malta-tuzla/",181000,TRUE,"korišteno","Tuzla",72,"Trosoban (3)","Polunamješten","05.07.2022.",6659,729,2513.8888888888887,"3","Tuzla","2022-07-05",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Stan Istočno Sarajevo Lukavica","https://www.olx.ba/artikal/49948494/stan-istocno-sarajevo-lukavica/",145000,TRUE,"novo","Lukavica",57.67,"Dvosoban (2)","Polunamješten","05.10.2022.",4015,2732,2514.305531472169,"2","Lukavica","2022-10-05",74,"Big Cities",43.8208,18.3803,"Bosnia And Herzegovina","minor",NA,NA
"Prodaje se stan na Luci","https://www.olx.ba/artikal/51043690/prodaje-se-stan-na-luci/",166000,TRUE,"korišteno","Konjic",66,"Dvosoban (2)","Nenamješten","20.12.2022.",1121,321,2515.151515151515,"2","Konjic","2022-12-20",7,"Others",43.6513,17.9608,"Bosnia And Herzegovina","minor",NA,NA
"Prodaja trosoban stan i garaža novogradnja Vogošća","https://www.olx.ba/artikal/48762697/prodaja-trosoban-stan-i-garaza-novogradnja-vogosca/",130850,TRUE,"novo","Vogošća",52,"Trosoban (3)","Nenamješten","06.07.2022.",5683,2473,2516.346153846154,"3","Vogošća","2022-07-06",102,"Big Cities",43.9,18.35,"Bosnia And Herzegovina","minor",NA,NA
"NOVOGRADNJA!! Trosoban stan u izgradnji, Vogošća","https://www.olx.ba/artikal/49121831/novogradnja-trosoban-stan-u-izgradnji-vogosca/",146000,TRUE,"novo","Vogošća",58,"Dvosoban (2)","Nenamješten","01.08.2022.",7403,99,2517.2413793103447,"2","Vogošća","2022-08-01",102,"Big Cities",43.9,18.35,"Bosnia And Herzegovina","minor",NA,NA
"Stan na Starčevici sa predivnim pogledom","https://www.olx.ba/artikal/50127873/stan-na-starcevici-sa-predivnim-pogledom/",199000,TRUE,"korišteno","Banja Luka",79,"Trosoban (3)","Namješten","18.10.2022.",938,1130,2518.987341772152,"3","Banja Luka","2022-10-18",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Stan Teheranski trg 37+5","https://www.olx.ba/artikal/50356570/stan-teheranski-trg-37-plus5/",106000,TRUE,"korišteno","Sarajevo, Novi Grad",42,"Jednosoban (1)","Polunamješten","04.11.2022.",3478,712,2523.809523809524,"1","Sarajevo","2022-11-04",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"STAN U SARAJEVU - FRANJEVAČKA 101 m2","https://www.olx.ba/artikal/50769925/stan-u-sarajevu-franjevacka-101-m2/",255000,TRUE,"korišteno","Stari Grad",101,"Trosoban (3)","Polunamješten","01.12.2022.",680,738,2524.7524752475247,"3","Sarajevo","2022-12-01",131,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Dvoetažni Stan Sarajevo - Breka - Centar","https://www.olx.ba/artikal/39180023/dvoetazni-stan-sarajevo-breka-centar/",389000,TRUE,"korišteno","Sarajevo - Centar",154,"Petosoban i više","Polunamješten","26.07.2020.",7584,1808,2525.974025974026,"5+","Sarajevo","2020-07-26",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"LOCUS prodaje: Stan, Rosulje, Vogošća","https://www.olx.ba/artikal/50527396/locus-prodaje-stan-rosulje-vogosca/",164200,TRUE,"novo","Vogošća",65,"Trosoban (3)","Nenamješten","15.11.2022.",1095,98,2526.153846153846,"3","Vogošća","2022-11-15",102,"Big Cities",43.9,18.35,"Bosnia And Herzegovina","minor",NA,NA
"NN Nekretnine: Trosoban stan - Dzidzikovac - Mejtaš","https://www.olx.ba/artikal/44940051/nn-nekretnine-trosoban-stan-dzidzikovac-mejtas/",220000,TRUE,"novo","Sarajevo - Centar",87,"Trosoban (3)","Namješten","07.10.2021.",19610,661,2528.735632183908,"3","Sarajevo","2021-10-07",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"MY SPACE/ Stan/ Vogosca/ NOVOGRADNJA/ NAMJESTEN/ 69 m2","https://www.olx.ba/artikal/49637353/my-space-stan-vogosca-novogradnja-namjesten-69-m2/",174500,TRUE,"korišteno","Vogošća",69,"Trosoban (3)","Nenamješten","12.09.2022.",3391,1735,2528.985507246377,"3","Vogošća","2022-09-12",102,"Big Cities",43.9,18.35,"Bosnia And Herzegovina","minor",NA,NA
"Dvosoban stan Alipasino Polje Trg Zavnobiha","https://www.olx.ba/artikal/50965330/dvosoban-stan-alipasino-polje-trg-zavnobiha/",129000,TRUE,"korišteno","Sarajevo, Novi Grad",51,"Dvosoban (2)","Namješten","15.12.2022.",1722,229,2529.4117647058824,"2","Sarajevo","2022-12-15",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Renoviran dvosoban stan Zenica, Crkvice","https://www.olx.ba/artikal/50647512/renoviran-dvosoban-stan-zenica-crkvice/",129000,TRUE,"korišteno","Zenica",51,"Dvosoban (2)","Nenamješten","22.11.2022.",3102,401,2529.4117647058824,"2","Zenica","2022-11-22",70,"Big Cities",44.2039,17.9078,"Bosnia And Herzegovina","minor",70553,70553
"Dvoiposoban stan Zenica kod Socijalnog i garaža","https://www.olx.ba/artikal/45200611/dvoiposoban-stan-zenica-kod-socijalnog-i-garaza/",170000,TRUE,"korišteno","Zenica",67.2,"Dvosoban (2)","Polunamješten","27.10.2021.",7210,2720,2529.7619047619046,"2","Zenica","2021-10-27",70,"Big Cities",44.2039,17.9078,"Bosnia And Herzegovina","minor",70553,70553
"Prodajem odmah useljiv dvosoban stan Zenica Centar","https://www.olx.ba/artikal/50807638/prodajem-odmah-useljiv-dvosoban-stan-zenica-centar/",119000,TRUE,"korišteno","Zenica",47,"Dvosoban (2)","Polunamješten","04.12.2022.",5789,2179,2531.9148936170213,"2","Zenica","2022-12-04",70,"Big Cities",44.2039,17.9078,"Bosnia And Herzegovina","minor",70553,70553
"Stan Mostar Šemovac - bulevar","https://www.olx.ba/artikal/47424431/stan-mostar-semovac-bulevar/",180000,TRUE,"korišteno","Grad Mostar",71,"Dvosoban (2)","Namješten","26.03.2022.",9162,2183,2535.211267605634,"2","Grad Mostar","2022-03-26",44,"Big Cities",43.3494,17.8125,"Bosnia And Herzegovina","minor",163067,104518
"Grbavica dvoetažni stan 106 m2","https://www.olx.ba/artikal/49770979/grbavica-dvoetazni-stan-106-m2/",269000,TRUE,"korišteno","Sarajevo - Centar",106,"Trosoban (3)","Polunamješten","21.09.2022.",2494,1633,2537.735849056604,"3","Sarajevo","2022-09-21",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan Tuzla - idealno dizajniran","https://www.olx.ba/artikal/50809135/stan-tuzla-idealno-dizajniran/",165000,TRUE,"korišteno","Tuzla",65,"Trosoban (3)","Namješten","04.12.2022.",2640,150,2538.4615384615386,"3","Tuzla","2022-12-04",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Dvosoban stan u Sarajevu MARIJIN DVOR","https://www.olx.ba/artikal/33847769/dvosoban-stan-u-sarajevu-marijin-dvor/",150000,TRUE,"korišteno","Sarajevo - Centar",59,"Dvosoban (2)","Namješten","15.05.2019.",33881,589,2542.3728813559323,"2","Sarajevo","2019-05-15",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan Alipašino, B faza.","https://www.olx.ba/artikal/50019228/stan-alipasino-b-faza/",150000,TRUE,"korišteno","Sarajevo, Novi Grad",59,"Dvosoban (2)","Nenamješten","10.10.2022.",2179,1706,2542.3728813559323,"2","Sarajevo","2022-10-10",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"STAN - DRAGODOL","https://www.olx.ba/artikal/46996701/stan-dragodol/",135000,TRUE,"korišteno","Tuzla",53,"Dvosoban (2)","Polunamješten","24.02.2022.",9221,1308,2547.169811320755,"2","Tuzla","2022-02-24",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Dvoetažni stan, Grbavica","https://www.olx.ba/artikal/49065487/dvoetazni-stan-grbavica/",270000,TRUE,"korišteno","Novo Sarajevo",106,"Trosoban (3)","Polunamješten","27.07.2022.",2140,1864,2547.169811320755,"3","Sarajevo","2022-07-27",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Trosoban stan Banja Luka","https://www.olx.ba/artikal/50350358/trosoban-stan-banja-luka/",214000,TRUE,"korišteno","Banja Luka",84,"Trosoban (3)","Nenamješten","03.11.2022.",344,2213,2547.6190476190477,"3","Banja Luka","2022-11-03",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Novo Sarajevo dvosoban stan bez ulaganja-NAMJEŠTEN","https://www.olx.ba/artikal/43503658/novo-sarajevo-dvosoban-stan-bez-ulaganja-namjesten/",130000,TRUE,"korišteno","Novo Sarajevo",51,"Dvosoban (2)","Namješten","13.06.2021.",35635,649,2549.0196078431372,"2","Sarajevo","2021-06-13",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan u Zenici","https://www.olx.ba/artikal/50539540/stan-u-zenici/",130000,TRUE,"korišteno","Zenica",51,"Trosoban (3)","Nenamješten","16.11.2022.",4341,2436,2549.0196078431372,"3","Zenica","2022-11-16",70,"Big Cities",44.2039,17.9078,"Bosnia And Herzegovina","minor",70553,70553
"Stan S7 38,57m2 | Novogradnja | Rondo Lux","https://www.olx.ba/artikal/50965136/stan-s7-38-57m2-novogradnja-rondo-lux/",98353,TRUE,"novo","Vogošća",38.57,"Dvosoban (2)","Nenamješten","15.12.2022.",390,461,2549.9870365569095,"2","Vogošća","2022-12-15",102,"Big Cities",43.9,18.35,"Bosnia And Herzegovina","minor",NA,NA
"Trosoban stan - Stari grad - Mjedenica - 74 m2","https://www.olx.ba/artikal/50796741/trosoban-stan-stari-grad-mjedenica-74-m2/",188700,TRUE,"korišteno","Stari Grad",74,"Trosoban (3)","Nenamješten","03.12.2022.",599,109,2550,"3","Sarajevo","2022-12-03",131,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"MY SPACE/ Stan/ Stari Grad/ Cobanija/ Mjedenica/ 74 m2","https://www.olx.ba/artikal/49832909/my-space-stan-stari-grad-cobanija-mjedenica-74-m2/",188700,TRUE,"korišteno","Stari Grad",74,"Trosoban (3)","Nenamješten","26.09.2022.",4123,607,2550,"3","Sarajevo","2022-09-26",131,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"ČETVEROSOBAN STAN U ZENICI","https://www.olx.ba/artikal/47855523/cetverosoban-stan-u-zenici/",255000,TRUE,"korišteno","Zenica",100,"Četverosoban (4)","Namješten","25.04.2022.",5150,1795,2550,"4","Zenica","2022-04-25",70,"Big Cities",44.2039,17.9078,"Bosnia And Herzegovina","minor",70553,70553
"AD COMPANY prodaje: Stan, Stari Grad (1209)","https://www.olx.ba/artikal/50723355/ad-company-prodaje-stan-stari-grad-1209/",188700,TRUE,"korišteno","Stari Grad",74,"Trosoban (3)","Namješten","28.11.2022.",496,2348,2550,"3","Sarajevo","2022-11-28",131,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan S5 61,08 m2 | Vogošća | Novogradnja | Rondo Lux","https://www.olx.ba/artikal/46722323/stan-s5-61-08-m2-vogosca-novogradnja-rondo-lux/",155754,TRUE,"novo","Vogošća",61.08,"Trosoban (3)","Nenamješten","08.02.2022.",1184,2956,2550,"3","Vogošća","2022-02-08",102,"Big Cities",43.9,18.35,"Bosnia And Herzegovina","minor",NA,NA
"Trosoban stan - Sarajevo/Stari Grad","https://www.olx.ba/artikal/49430345/trosoban-stan-sarajevo-stari-grad/",188700,TRUE,"korišteno","Stari Grad",74,"Trosoban (3)","Namješten","27.08.2022.",2184,2994,2550,"3","Sarajevo","2022-08-27",131,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan Sarajevo - Svrakino Selo - Novi Grad","https://www.olx.ba/artikal/51028413/stan-sarajevo-svrakino-selo-novi-grad/",119900,TRUE,"korišteno","Sarajevo, Novi Grad",47,"Dvosoban (2)","Polunamješten","19.12.2022.",1742,1707,2551.0638297872342,"2","Sarajevo","2022-12-19",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Dvosoban stan u naselju Sunca, 58m2","https://www.olx.ba/artikal/49597593/dvosoban-stan-u-naselju-sunca-58m2/",148000,TRUE,"korišteno","Banja Luka",58,"Dvosoban (2)","Namješten","09.09.2022.",2961,1053,2551.7241379310344,"2","Banja Luka","2022-09-09",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"SIGENX prodaje:Jednoiposoban stan/Aneks/Novi Grad","https://www.olx.ba/artikal/50508583/sigenx-prodajejednoiposoban-stan-aneks-novi-grad/",120000,TRUE,"korišteno","Sarajevo, Novi Grad",47,"Jednoiposoban (1.5)","Nenamješten","14.11.2022.",4692,79,2553.191489361702,"1.5","Sarajevo","2022-11-14",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Petosoban stan ,strogi centar Banja Luka,137m2,2.sprat","https://www.olx.ba/artikal/34065997/petosoban-stan-strogi-centar-banja-luka-137m2-2-sprat/",350000,TRUE,"korišteno","Banja Luka",137,"Petosoban i više","Namješten","17.12.2022.",18262,1772,2554.7445255474454,"5+","Banja Luka","2022-12-17",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"PROSTOR prodaje: Stan, trosoban, Alipašino Polje","https://www.olx.ba/artikal/50870930/prostor-prodaje-stan-trosoban-alipasino-polje/",184000,TRUE,"korišteno","Sarajevo, Novi Grad",72,"Trosoban (3)","Namješten","08.12.2022.",497,2082,2555.5555555555557,"3","Sarajevo","2022-12-08",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"ID: 004/2022 Ekskluzivan trosoban stan 129 m2- CENTAR","https://www.olx.ba/artikal/47653963/id-004-2022-ekskluzivan-trosoban-stan-129-m2-centar/",330000,TRUE,"korišteno","Brčko",129,"Trosoban (3)","Namješten","10.04.2022.",680,2421,2558.139534883721,"3","Brčko","2022-04-10",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"Stan Ilidža","https://www.olx.ba/artikal/50244617/stan-ilidza/",215000,TRUE,"korišteno","Ilidža",84,"Trosoban (3)","Polunamješten","26.10.2022.",600,2271,2559.5238095238096,"3","Ilidža","2022-10-26",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"Stan /Hrasno/ trosoban","https://www.olx.ba/artikal/48831065/stan-hrasno-trosoban/",169000,TRUE,"korišteno","Novo Sarajevo",66,"Trosoban (3)","Polunamješten","12.07.2022.",12297,2192,2560.6060606060605,"3","Sarajevo","2022-07-12",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan Sarajevo-Alipasino polje B-Faza","https://www.olx.ba/artikal/49794981/stan-sarajevo-alipasino-polje-b-faza/",205000,TRUE,"korišteno","Sarajevo, Novi Grad",80,"Četverosoban (4)","Namješten","23.09.2022.",1714,2833,2562.5,"4","Sarajevo","2022-09-23",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Na prodaju trosoban stan 78m2 - naselje Lorka","https://www.olx.ba/artikal/49304638/na-prodaju-trosoban-stan-78m2-naselje-lorka/",200000,TRUE,"korišteno","Banja Luka",78,"Trosoban (3)","Namješten","17.08.2022.",3603,490,2564.102564102564,"3","Banja Luka","2022-08-17",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Luksuzno opremljen stan 116 m² Pejton, Ilidža","https://www.olx.ba/artikal/50949703/luksuzno-opremljen-stan-116-m-pejton-ilidza/",299000,TRUE,"korišteno","Ilidža",116.6,"Trosoban (3)","Namješten","14.12.2022.",299,358,2564.3224699828475,"3","Ilidža","2022-12-14",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"Jednosoban stan Novo Sarajevo 37m2 Prodaja","https://www.olx.ba/artikal/51019399/jednosoban-stan-novo-sarajevo-37m2-prodaja/",94900,TRUE,"korišteno","Novo Sarajevo",37,"Jednosoban (1)","Namješten","19.12.2022.",2052,498,2564.864864864865,"1","Sarajevo","2022-12-19",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan Brcko","https://www.olx.ba/artikal/50721875/stan-brcko/",136000,TRUE,"novo","Brčko",53,"Dvosoban (2)","Namješten","28.11.2022.",597,2351,2566.0377358490564,"2","Brčko","2022-11-28",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"Stan 60 m2, N. Varos (kod ambulante) B.Luka","https://www.olx.ba/artikal/49367714/stan-60-m2-n-varos-kod-ambulante-b-luka/",154000,TRUE,"korišteno","Banja Luka",60,"Trosoban (3)","Nenamješten","22.08.2022.",3072,3008,2566.6666666666665,"3","Banja Luka","2022-08-22",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Stan Banja Luka","https://www.olx.ba/artikal/44285656/stan-banja-luka/",280000,TRUE,"korišteno","Banja Luka",109,"Trosoban (3)","Namješten","16.08.2021.",7526,705,2568.8073394495414,"3","Banja Luka","2021-08-16",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"POSJED PRODAJE: Trosoban stan, Alipašino Polje, C faza","https://www.olx.ba/artikal/49962195/posjed-prodaje-trosoban-stan-alipasino-polje-c-faza/",185000,TRUE,"korišteno","Sarajevo, Novi Grad",72,"Trosoban (3)","Polunamješten","06.10.2022.",2922,84,2569.4444444444443,"3","Sarajevo","2022-10-06",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Trosoban stan Vrtovi Riverine","https://www.olx.ba/artikal/48225262/trosoban-stan-vrtovi-riverine/",185000,TRUE,"korišteno","Ilidža",72,"Trosoban (3)","Namješten","24.05.2022.",1863,1817,2569.4444444444443,"3","Ilidža","2022-05-24",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"Stan starcevica","https://www.olx.ba/artikal/49222199/stan-starcevica/",175000,TRUE,"korišteno","Banja Luka",68,"Trosoban (3)","Polunamješten","10.08.2022.",2339,2856,2573.529411764706,"3","Banja Luka","2022-08-10",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"LOCUS prodaje: Dvosoban stan sa balkonom, Vogošća","https://www.olx.ba/artikal/50264347/locus-prodaje-dvosoban-stan-sa-balkonom-vogosca/",149500,TRUE,"korišteno","Vogošća",58,"Dvosoban (2)","Nenamješten","28.10.2022.",1899,1587,2577.5862068965516,"2","Vogošća","2022-10-28",102,"Big Cities",43.9,18.35,"Bosnia And Herzegovina","minor",NA,NA
"Professionals/petosoban stan/Centar/Sarajevo","https://www.olx.ba/artikal/47459681/professionals-petosoban-stan-centar-sarajevo/",348000,TRUE,"korišteno","Sarajevo - Centar",135,"Petosoban i više","Nenamješten","29.03.2022.",6130,834,2577.777777777778,"5+","Sarajevo","2022-03-29",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan Prijedor","https://www.olx.ba/artikal/50143318/stan-prijedor/",129000,TRUE,"novo","Prijedor",50,"Jednosoban (1)","Nenamješten","19.10.2022.",5478,272,2580,"1","Prijedor","2022-10-19",19,"Others",44.9667,16.7,"Bosnia And Herzegovina","minor",89397,89397
"Stan 72.47 m2 u Lazarevu u izgradnji!","https://www.olx.ba/artikal/48156963/stan-72-47-m2-u-lazarevu-u-izgradnji/",170304,TRUE,"novo","Banja Luka",66,"Dvosoban (2)","Nenamješten","18.05.2022.",1839,893,2580.3636363636365,"2","Banja Luka","2022-05-18",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Četverosoban stan/Grbavica/potpuno adaptiran","https://www.olx.ba/artikal/43649067/cetverosoban-stan-grbavica-potpuno-adaptiran/",310000,TRUE,"korišteno","Novo Sarajevo",120,"Četverosoban (4)","Namješten","25.06.2021.",22981,2088,2583.3333333333335,"4","Sarajevo","2021-06-25",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Trosoban stan od 77m2 sa lođom, Alipašino polje.","https://www.olx.ba/artikal/49794180/trosoban-stan-od-77m2-sa-lodjom-alipasino-polje/",199000,TRUE,"korišteno","Sarajevo, Novi Grad",77,"Trosoban (3)","Namješten","23.09.2022.",1807,1224,2584.4155844155844,"3","Sarajevo","2022-09-23",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"MY SPACE/ Stan/ Cengic Vila/ 53 m2","https://www.olx.ba/artikal/48189516/my-space-stan-cengic-vila-53-m2/",137000,TRUE,"korišteno","Sarajevo, Novi Grad",53,"Dvosoban (2)","Nenamješten","21.05.2022.",22794,621,2584.9056603773583,"2","Sarajevo","2022-05-21",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan Hadžići","https://www.olx.ba/artikal/51105789/stan-hadzici/",150000,TRUE,"korišteno","Hadžići",58,"Jednoiposoban (1.5)","Namješten","25.12.2022.",542,794,2586.206896551724,"1.5","Hadžići","2022-12-25",6,"Others",43.8236,18.2211,"Bosnia And Herzegovina","minor",NA,NA
"Stan Vogošća","https://www.olx.ba/artikal/51120028/stan-vogosca/",88000,TRUE,"korišteno","Vogošća",34,"Jednosoban (1)","Polunamješten","26.12.2022.",230,381,2588.235294117647,"1","Vogošća","2022-12-26",102,"Big Cities",43.9,18.35,"Bosnia And Herzegovina","minor",NA,NA
"Stan Sarajevo-Novi Grad","https://www.olx.ba/artikal/51072460/stan-sarajevo-novi-grad/",88000,TRUE,"korišteno","Sarajevo, Novi Grad",34,"Jednosoban (1)","Polunamješten","23.12.2022.",446,1189,2588.235294117647,"1","Sarajevo","2022-12-23",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
